transaction_id,account,entry_type,amount,timestamp
txn_175,user_44_wallet,DEBIT,491808.43,2026-05-13 23:34:32.380486
txn_175,company_settlement_account,CREDIT,491808.43,2026-05-13 23:34:32.380486
txn_176,user_41_wallet,DEBIT,280961.59,2026-05-13 23:34:33.380486
txn_176,company_settlement_account,CREDIT,280961.59,2026-05-13 23:34:33.380486
txn_177,user_19_wallet,DEBIT,45402.98,2026-05-13 23:34:34.380486
txn_177,company_settlement_account,CREDIT,45402.98,2026-05-13 23:34:34.380486
txn_178,user_5_wallet,DEBIT,39907.2,2026-05-13 23:34:35.380486
txn_178,company_settlement_account,CREDIT,39907.2,2026-05-13 23:34:35.380486
txn_179,user_48_wallet,DEBIT,9603.06,2026-05-13 23:34:36.380486
txn_179,company_settlement_account,CREDIT,9603.06,2026-05-13 23:34:36.380486
txn_180,user_27_wallet,DEBIT,310780.57,2026-05-13 23:34:37.380486
txn_180,company_settlement_account,CREDIT,310780.57,2026-05-13 23:34:37.380486
txn_181,user_35_wallet,DEBIT,467802.17,2026-05-13 23:34:38.380486
txn_181,company_settlement_account,CREDIT,467802.17,2026-05-13 23:34:38.380486
txn_182,user_1_wallet,DEBIT,399533.05,2026-05-13 23:34:39.380486
txn_182,company_settlement_account,CREDIT,399533.05,2026-05-13 23:34:39.380486
txn_183,user_21_wallet,DEBIT,194633.75,2026-05-13 23:34:40.380486
txn_183,company_settlement_account,CREDIT,194633.75,2026-05-13 23:34:40.380486
txn_184,user_50_wallet,DEBIT,215968.98,2026-05-13 23:34:41.380486
txn_184,company_settlement_account,CREDIT,215968.98,2026-05-13 23:34:41.380486
txn_185,user_29_wallet,DEBIT,352436.65,2026-05-13 23:34:42.380486
txn_185,company_settlement_account,CREDIT,352436.65,2026-05-13 23:34:42.380486
txn_186,user_27_wallet,DEBIT,203524.9,2026-05-13 23:34:43.380486
txn_186,company_settlement_account,CREDIT,203524.9,2026-05-13 23:34:43.380486
txn_187,user_9_wallet,DEBIT,359537.86,2026-05-13 23:34:44.380486
txn_187,company_settlement_account,CREDIT,359537.86,2026-05-13 23:34:44.380486
txn_188,user_40_wallet,DEBIT,177676.1,2026-05-13 23:34:45.380486
txn_188,company_settlement_account,CREDIT,177676.1,2026-05-13 23:34:45.380486
txn_189,user_45_wallet,DEBIT,14026.93,2026-05-13 23:34:46.380486
txn_189,company_settlement_account,CREDIT,14026.93,2026-05-13 23:34:46.380486
txn_190,user_20_wallet,DEBIT,381639.74,2026-05-13 23:34:47.380486
txn_190,company_settlement_account,CREDIT,381639.74,2026-05-13 23:34:47.380486
txn_191,user_36_wallet,DEBIT,253111.39,2026-05-13 23:34:48.380486
txn_191,company_settlement_account,CREDIT,253111.39,2026-05-13 23:34:48.380486
txn_192,user_13_wallet,DEBIT,412854.56,2026-05-13 23:34:49.380486
txn_192,company_settlement_account,CREDIT,412854.56,2026-05-13 23:34:49.380486
txn_193,user_50_wallet,DEBIT,233822.7,2026-05-13 23:34:50.380486
txn_193,company_settlement_account,CREDIT,233822.7,2026-05-13 23:34:50.380486
txn_194,user_6_wallet,DEBIT,63278.65,2026-05-13 23:34:51.380486
txn_194,company_settlement_account,CREDIT,63278.65,2026-05-13 23:34:51.380486
txn_195,user_48_wallet,DEBIT,54322.42,2026-05-13 23:34:52.380486
txn_195,company_settlement_account,CREDIT,54322.42,2026-05-13 23:34:52.380486
txn_196,user_47_wallet,DEBIT,360611.48,2026-05-13 23:34:53.380486
txn_196,company_settlement_account,CREDIT,360611.48,2026-05-13 23:34:53.380486
txn_197,user_23_wallet,DEBIT,355729.58,2026-05-13 23:34:54.380486
txn_197,company_settlement_account,CREDIT,355729.58,2026-05-13 23:34:54.380486
txn_198,user_9_wallet,DEBIT,304557.31,2026-05-13 23:34:55.380486
txn_198,company_settlement_account,CREDIT,304557.31,2026-05-13 23:34:55.380486
txn_199,user_37_wallet,DEBIT,410522.81,2026-05-13 23:34:56.380486
txn_199,company_settlement_account,CREDIT,410522.81,2026-05-13 23:34:56.380486
txn_200,user_46_wallet,DEBIT,314012.63,2026-05-13 23:34:57.380486
txn_200,company_settlement_account,CREDIT,314012.63,2026-05-13 23:34:57.380486
